4011100009;4545
3305900009;3134
4011100003;3122
8708299009;2570
8504408300;2249
8471800000;1992
3926909709;1360
9503007000;1332
9503007500;1036
9503009500;959
3921909000;945
3307900008;927
8708999709;797
8708109009;797
9503004900;789
9403609009;751
4011800000;715
3907300009;682
7318158100;649
9504908009;626
9503008100;625
9503002100;564
8512200009;552
3907299009;544
7326909807;528
9030331000;519
9503005500;518
4011209000;494
8504909800;479
9503003500;478
3909310000;470
8544499108;467
3912398500;436
3926300000;424
9503004100;342
8513100000;339
3924900009;326
9503003000;321
9506999000;316
7318149900;311
9001504900;310
9503001009;310
3923501000;306
9003110000;302
4016930005;295
4011900000;289
7318169109;283
9503001001;266
6307909800;260
3919900000;259
9603909100;251
8544492000;239
7326909409;235
2936290009;232
3920510000;228
8302300009;226
8708809909;225
3926909200;223
7323990000;215
7009100009;213
9503006900;207
2921290000;202
8544300007;200
7616999008;196
9503009909;194
8424309000;189
8708309109;187
4602110000;185
5508101000;183
8536699008;183
8502132000;179
8516797000;177
4016995709;169
4016999708;163
8482109008;162
8505191000;161
8414807300;161
7326191000;161
8708949909;161
9503007900;160
9506620000;159
9608500000;158
9403208009;158
8544429009;155
8421990008;155
7318169900;153
7010200000;151
3924100000;150
8501109900;149
8409990009;148
3917290009;147
9207105000;147
8708309909;145
7019590000;144
9505109000;140
8412310009;140
9404291000;138
7315111009;137
8516291000;136
6214300000;129
9503009901;128
4011500009;125
7304318009;125
8471607000;123
8544429007;123
8421398006;123
3304990000;122
8204110000;120
9506919000;117
8536501109;116
8483908909;116
8483508000;116
8421230000;116
7315119000;115
7318156900;113
7312104909;112
8714991000;112
9405110013;111
8302500000;111
9506290000;108
8205510090;107
9405109803;107
7019900009;107
3918109000;106
9405990008;105
4009220009;104
8468100000;104
9401710009;102
4202929800;102
8205598099;101
8708409909;101
3824999608;101
8428202000;100
8302100000;100
8302420000;100
8512909008;99
9405420012;99
3407000000;99
7318155900;99
8708913509;99
9405420022;99
3917231009;99
4009410000;99
8441800000;98
8479899708;98
3401190000;97
8483109500;97
8441107000;97
8464900000;97
8465911000;96
9105910000;96
9029203809;96
3808918000;96
9603500009;95
3214900009;95
7117900000;95
8417900000;95
8474200008;95
6909190009;95
4823908596;95
8301200009;94
7219321009;94
9615190000;94
7318190009;94
1704907100;94
9503003900;93
8465930000;93
2918140000;93
7304499309;93
7318190008;93
7318154100;93
8714950000;92
7326200002;92
3204900000;92
7318220009;92
7311009100;92
9401790009;92
8202390000;91
8311300000;91
7219331009;90
8477809100;90
8708709909;90
7322900009;90
7219908009;90
5402330000;89
9503002900;89
9405490032;89
7323930000;89
8531103000;89
9506699000;89
9405409909;89
4818201000;88
8509400000;88
7318210009;88
8462290000;88
2930909508;87
8527139900;87
8456400000;87
8501510009;87
2934998000;86
3005100000;86
2933399800;86
3307490000;86
9608200000;85
8460390000;85
8423101000;85
7318290009;85
7016100000;84
3918900000;84
8213000000;84
4421999000;84
9031499000;83
9026808000;83
9405109109;83
8529106500;83
9616101000;83
9405403908;83
8479907000;83
8515801000;82
8714999009;82
8543709000;82
5801360000;82
9609901000;81
9403990001;81
5607499000;81
8407219900;81
8714913000;81
8481805990;81
4411929000;80
9017801000;80
8483608000;80
7019900029;80
8412218008;79
3926400000;79
5806329000;79
9505900000;79
3910000008;79
7419800000;79
1704906500;78
8414592000;78
1207409000;78
7318163008;78
8541410009;78
9405110033;78
8714961009;77
8207709000;77
8484100009;77
9619008109;77
8503009800;77
9507900000;77
9018311009;77
4911990000;77
1301900000;77
7318165000;77
8546901000;77
4009310000;76
7325999009;76
8708939009;76
8429521009;76
9405190029;76
3401209000;76
7320208908;75
3916100000;75
7318220008;75
8536900100;75
8523511000;75
9013800000;75
3919101500;74
9405290029;74
8465960000;74
9617000001;74
6117801009;73
9610000000;73
8421990007;73
8714921000;73
8539500009;73
6813810009;73
5603141001;73
9403990009;72
8302419000;72
9401910009;72
8471606000;72
4202921900;71
6802931000;71
7318159009;71
8479903000;71
8712003000;71
9611000000;70
8414208000;70
8465940000;70
7315820000;70
5703310009;70
9405109807;70
2003909000;69
7019660009;69
8504408200;68
8510200000;68
9506400001;68
9008500000;68
8409910008;68
3917400009;67
5603141009;67
3925901000;67
8539500000;67
9405110039;67
6201400000;66
9005100000;66
8536901000;66
8482300009;66
8708509909;65
9603210000;65
4411149000;65
8413308008;65
7307910000;64
9405204003;64
8708923509;64
